id,nome,area1,velocidade1,area2,velocidade2,massa,calor_especifico,delta_t,calor_transferido,data_registro
1,Montagem,0.26692527413717393,2.349939603607742,0.3894610544701323,2.441293704376338,114.78430177382698,0.9361927555405579,98.89360781350558,1464.4107846220309,2015-01-01
2,Pintura,0.24884808934327984,1.6778097522777884,0.3067704129938516,1.9325517168075894,111.38954365770593,1.0139197635168766,97.85721179234442,1577.0609712382593,2015-01-02
3,Montagem,0.4185723437782687,2.0154756397089315,0.3620679944416925,1.5728709453619956,113.9348277397377,0.9144044338091206,57.97455215367062,2472.8496942937763,2015-01-03
4,Montagem,0.4072024452107284,1.7170640931557768,0.3726314090672334,2.1681688510126054,138.0896198519541,1.0241026800575592,42.04791095174791,2916.778185002635,2015-01-04
5,Montagem,0.3991575592243244,2.6973350998671877,0.29534575136675856,1.9538909449440327,98.1633149642366,1.095889267849201,54.65266757516133,2687.5213292012622,2015-01-05
6,Montagem,0.30849033716917174,2.1101931934670644,0.41311339523167423,2.5404181184265093,89.58487800932053,0.9640286859923141,41.57236420750097,2111.5452848411305,2015-01-06
7,Montagem,0.2462888692060122,2.273613765604898,0.4355504660215308,1.8468210696241913,130.6220282713997,0.8180947991134496,72.22036740670583,2461.7652272484056,2015-01-07
8,Montagem,0.28338058410623196,1.7286061852670533,0.23688721717395367,2.213345764682161,51.91483643597521,0.8818223789524291,63.282053946875706,2167.1987206736812,2015-01-08
9,Corte,0.4671165949147832,2.007590514023583,0.4746497798868202,2.889111950557191,139.10562814194157,1.0927823638258125,54.17749901298859,631.6240386744047,2015-01-09
10,Pintura,0.32295165760065075,2.2001823764834194,0.20432088646534216,2.2642304330586245,112.20700409249929,0.9992524621291036,82.4794186859107,2673.360429364741,2015-01-10
11,Montagem,0.42525865041953537,2.4789934858441303,0.46758174808911995,2.0831628521375904,140.01977381961177,0.887563549496942,94.31491490681833,2725.597560191773,2015-01-11
