id,nome,area1,velocidade1,area2,velocidade2,massa,calor_especifico,delta_t,calor_transferido,data_registro
1,Extrusao,0.39573627579591014,1.8485077737501876,0.42175530526342386,2.096055769798964,140.56873042807192,0.990771008421053,66.09091115165305,2162.0575612256425,2017-01-01
2,Pintura,0.4938171160148802,2.5638219908028836,0.3542591503112691,1.9508901087562422,79.53945489295056,0.9791006512354904,26.61933096306349,1600.2869730590842,2017-01-02
3,Corte,0.3707895100122237,2.3600435927482417,0.39203129889985966,2.5188522092780854,55.849376752572525,1.0605807181812035,46.97639102793056,602.1841959693381,2017-01-03
4,Extrusao,0.4914050424557298,1.501742460489135,0.4094658728734852,1.6452558208128858,57.823658812882364,0.991275379395846,44.86729379858928,1688.556552427592,2017-01-04
5,Montagem,0.2409841022962147,2.2466705722435885,0.46601402772436085,1.8142002696152704,95.21537344750281,0.9632033650589826,72.1964197896836,1297.460634187743,2017-01-05
6,Pintura,0.3500483162213789,1.5748892902202554,0.4769255918053165,2.318844327746244,56.49836419961311,1.010420294457077,22.839864364253852,2988.2106768639246,2017-01-06
7,Pintura,0.4972846791518267,1.5970848267549769,0.2604423123641769,2.882292793073402,92.64871000798158,0.8238820010027293,61.630351432201664,2747.312550275024,2017-01-07
8,Montagem,0.45576041961508007,2.4674110596098577,0.4195092742308749,2.2498726581596267,147.89274349579244,0.8711953803588228,57.90028328072688,2104.410437034504,2017-01-08
9,Corte,0.4560953382005188,2.265516053595014,0.29010359079673614,2.2240933509230287,86.89946637228459,0.9755687457881748,71.4299362998489,2296.8320701256307,2017-01-09
10,Pintura,0.24282233260861108,1.5256912087615568,0.26344669976703133,2.2128663480165702,110.37096812111398,0.8266275350833016,20.893606959362412,2140.629347957777,2017-01-10
11,Extrusao,0.21797460883302794,1.5334371450968753,0.3571894289713611,2.41639144709585,101.08550867954719,0.9480149061099917,55.17362550497501,899.0235937773709,2017-01-11
12,Corte,0.2625211414912869,1.5862443935352153,0.24731322193399066,2.50954045277166,74.0125865002454,0.9412348924792437,88.93430147566649,2404.484834330039,2017-01-12
13,Extrusao,0.30576557289458023,2.856876759425745,0.4617333884045913,2.640510784153214,90.97003619103657,0.833236016903099,28.832318336760274,1319.0650112874248,2017-01-13
14,Montagem,0.34185334057360095,2.681939129459783,0.20452546753422152,2.5599728917749527,66.80529464583836,0.9922716166306372,56.43837058256101,1833.0362006704836,2017-01-14
15,Extrusao,0.26956537560263316,2.331460714551713,0.44693261920267646,1.9122438614363186,57.15289389681809,1.0279752127389217,50.59219341045885,2084.8840248550905,2017-01-15
16,Pintura,0.3422301666374151,2.6629353258089328,0.301180669021482,1.660770099269551,129.4746831286442,0.9773070416860512,67.72404202109288,1286.097327053224,2017-01-16
17,Corte,0.35430178441376775,1.7029628396030372,0.22211087095443827,1.5263760055160223,114.23094963364885,1.0802913472501567,44.906540984110364,2854.615189564554,2017-01-17
18,Pintura,0.33930988252329036,1.5433946582641769,0.4447977332485096,2.1031457799223165,53.644493748685484,0.8678979625673672,43.16593100389436,667.0250164378454,2017-01-18
19,Extrusao,0.2795173699080775,2.873782639163324,0.4923062328212171,2.309708731833604,100.96766598624748,1.038694553808288,45.26494044103569,984.9132258470695,2017-01-19
20,Extrusao,0.22168450124626393,2.044538748778485,0.3042841493174342,1.643536785934661,106.88073216429677,0.9439175186619488,38.31764567069001,2122.561373407286,2017-01-20
21,Pintura,0.41392959605990876,1.8371826425646451,0.4587679653256046,2.118392870345695,114.48418968927824,0.863443720371825,82.52577821666215,1338.5507532743832,2017-01-21
22,Montagem,0.4293116315324567,1.8870090214819046,0.4845121567049841,2.3537013273322964,99.03766946537844,0.8713569199697013,59.16521124618185,1112.5171045737302,2017-01-22
23,Corte,0.20122405745861247,2.2760817564378666,0.27178488171560855,1.504358472257385,75.13848848207218,0.860482371438347,29.491863350761534,1776.2965314331097,2017-01-23
24,Extrusao,0.38894598606287534,2.9734123671674633,0.21406570541958686,2.295742327547908,74.28441370001866,0.8097598008071714,96.09388133534776,1092.701303086199,2017-01-24
25,Extrusao,0.4773366410051058,2.4328910686000333,0.4906225653300507,1.881309837705952,71.0293876042031,0.8609606702518171,38.33549198003961,1316.619222998101,2017-01-25
26,Montagem,0.27535173520552975,2.3849118566112266,0.2899907949806331,2.1052112914708045,53.59263697491542,0.8682547992981886,53.752112505996685,2938.986882415513,2017-01-26
27,Extrusao,0.4436198212065986,2.8615742143132037,0.2796065668037705,1.8780423076359753,66.88834177504461,0.9891111690282071,66.35238988632398,510.13676808294036,2017-01-27
28,Pintura,0.2614555140065475,2.782661648497773,0.41283137980971873,2.651778514659075,73.03685653933172,0.8835683881139361,97.37662938711742,1222.417695407015,2017-01-28
29,Extrusao,0.3673398854090617,2.8064752746893316,0.3339709351301273,1.6140435957311345,73.47576632529984,0.8193433647177647,87.77006981938095,2878.927278310998,2017-01-29
30,Extrusao,0.4570761243095775,2.828383943179847,0.384448498403679,2.235771131948418,124.99544458132057,1.0782925491458248,45.08159453282218,1684.8569329028683,2017-01-30
31,Montagem,0.27813456024472083,2.3340518015584584,0.49509258912424786,2.109612926505698,97.02018510334132,0.9097944454118113,27.938989476223284,531.1302808401018,2017-01-31
32,Corte,0.4092472427680993,2.2405881335927917,0.4833801748083922,1.6550367225947373,69.63319621062843,0.9793629906761844,43.28911389613655,1203.5116808036983,2017-02-01
33,Extrusao,0.4650146033121933,2.4922342557889126,0.4658346629709413,1.8845805156945845,58.50784693906693,1.093695625841867,28.930156051585712,1999.5902582559268,2017-02-02
34,Pintura,0.48003907262239137,2.848423250964669,0.46980276762218154,2.9982633050542824,124.95278680035878,0.8048897159657975,92.70072988095508,1741.3843295246254,2017-02-03
35,Corte,0.2926575217659137,1.7124076680331737,0.2030455859237268,1.5065556670709281,131.9894900357436,0.8793858214198397,82.38237685885332,1456.5312916219946,2017-02-04
36,Extrusao,0.42735827052384895,2.3752661601027394,0.2886629105859798,2.7297216249430525,108.28267913930875,0.8331491296765602,26.249850628992863,2641.0445957485845,2017-02-05
37,Extrusao,0.42594829509590065,1.6545459131209737,0.45365985657884983,2.207639587168546,108.70486054022246,0.8894363294259073,95.4446147192767,1970.4374153890474,2017-02-06
38,Corte,0.3148905247116532,1.9445086704800842,0.2721113382342244,2.3115484061458496,57.37164268103294,0.8663103096715647,93.07216348686967,2567.002346700847,2017-02-07
39,Pintura,0.25642572101527517,2.375668049945978,0.4236189137113557,2.9678177106823815,143.59836317042573,0.8480064646936717,79.51981421856217,1127.5797739854536,2017-02-08
40,Extrusao,0.39118668368330956,2.317517995764418,0.38059489096854576,2.1868848734947237,97.96291972920626,1.0549914517068384,85.58186620909528,587.8996784303063,2017-02-09
41,Montagem,0.46616230384903723,2.0690681610601818,0.4024189997247033,2.6464425361312487,76.42509580263739,0.9268542101034581,75.54105059565349,2813.1401282684715,2017-02-10
42,Extrusao,0.2623998341083012,2.5109906273448437,0.4929960599816329,2.1370404419473172,114.71088253645654,0.8759116835873146,46.13617012954344,2643.6808198375006,2017-02-11
43,Extrusao,0.20341438244657986,2.8081701760001363,0.40003521042831486,1.6032679740457958,73.73575679620834,0.8374989061984127,79.11518011485495,1036.296409909126,2017-02-12
44,Corte,0.3241361524188945,1.844506437284104,0.20582324562903984,2.2841498922747063,55.807662216273236,0.9686564243564831,63.88174042656462,1641.6922441024387,2017-02-13
45,Pintura,0.46469357286504204,2.6217366920800362,0.2860334853994674,2.950570256476697,94.77413579117238,1.026630646338872,73.2493452554633,2248.0271645247835,2017-02-14
46,Extrusao,0.3225966933678147,2.305594141318284,0.2522353723624414,1.5671901051576493,130.83343102954825,1.0039790274034615,88.30229418837916,1073.4415074646968,2017-02-15
47,Montagem,0.4240627212434438,1.6555025442722813,0.33287792306600134,1.8277680895687696,90.15197620964028,0.8709890664570531,54.83320055054377,1009.3161367392443,2017-02-16
48,Corte,0.3735477520767382,2.3537117023800285,0.25773050410808285,1.6146993955867348,142.77937361843811,0.8553178254889635,82.70242942723651,799.5434518823793,2017-02-17
49,Corte,0.449441569843504,2.9281661393762555,0.3903219370507849,1.7393471163252143,135.74663156319764,1.036696776908951,33.46255925953934,1360.4912769528955,2017-02-18
50,Extrusao,0.35046237139759717,1.7899167476017797,0.38224657889156927,1.8179769452771786,74.19603644891862,1.0992097725000556,89.14545388383371,1295.8687411076244,2017-02-19
51,Pintura,0.4125881954075261,2.699605468835694,0.2505909226266039,2.1687227996803466,68.18513617110969,0.8158925700060025,55.80378079953438,2389.662956942284,2017-02-20
52,Corte,0.4189048678512508,1.5710930089583424,0.3893770756392272,2.8197035861495254,101.73718226306573,0.8913387940050688,63.016935754369555,1271.9984950056964,2017-02-21
53,Pintura,0.33248067057335806,1.7021506423603308,0.409331317543991,2.3919998025232596,91.55318693202949,0.9496466008023309,87.72652426959593,2082.214995792392,2017-02-22
54,Montagem,0.2777916629354855,1.6423713762251628,0.36445515380727656,1.6405795745085283,89.35409318094696,0.9406226530282047,85.21563275683991,1391.6988273519835,2017-02-23
55,Corte,0.45251801115631385,2.4635012516779486,0.38649888527485854,2.7345161712280697,129.5835270353603,0.9930844247186752,75.27113636879304,1060.234719628123,2017-02-24
56,Corte,0.21368634972655282,2.4558623186943818,0.3680784054782782,2.9644353247098314,122.58706763701944,0.9728481869658947,24.214284694763954,2203.0912240491602,2017-02-25
57,Montagem,0.21553278754764982,2.3425120213986848,0.3159963112236407,1.9665051166178076,55.59420950700448,1.0447017562103573,21.541857095398882,1712.5043431906142,2017-02-26
58,Pintura,0.3459682740713067,1.7480804412829465,0.30302192688779866,1.914372464816303,78.02927186454431,0.9819579136106457,77.77617772705365,646.2772931009224,2017-02-27
59,Extrusao,0.24848412575939013,2.8806153241776205,0.4688915905261265,2.4500639487613256,94.0544626269293,0.8667724790044655,41.298090681412134,579.0418592347963,2017-02-28
60,Extrusao,0.43329417099553513,2.376191797354698,0.2299406451261825,2.88991186684117,101.95418433033153,1.0141509526156747,34.18314380140388,2627.455664600056,2017-03-01
61,Corte,0.24131778899994208,1.547820544600125,0.47040267981112316,2.8390725814090803,149.0287564884284,0.971472964498868,57.09415240500032,758.6251524325711,2017-03-02
62,Extrusao,0.34938695586528945,2.3205967439381703,0.2120125997431927,2.3956589432098827,94.97279196176375,0.8092681520804195,59.16075748444841,1208.267499739037,2017-03-03
63,Extrusao,0.37387217119622407,2.619280293403751,0.47104184186945336,1.652878428624482,122.9851138741185,0.8707263166211747,27.90106166367452,2205.3955786424435,2017-03-04
64,Extrusao,0.3730266187230582,2.4199830939053406,0.36752854481399605,1.6553215903400613,143.25506414906013,1.0871796881583398,72.08986712543748,2451.2257982477513,2017-03-05
65,Pintura,0.2328324167100994,1.608194871386168,0.20158421671744955,2.1449283757188935,89.7901043241254,1.050921082526581,67.20670128538403,1424.4798733745338,2017-03-06
66,Corte,0.3714492047255209,2.863746777023054,0.3464321156752833,2.015538218838717,117.93800430413839,0.8254943873338118,68.97517657939598,721.3692370275813,2017-03-07
67,Montagem,0.43808753090852615,2.1766478034103964,0.23280575895372557,2.0917236477849563,135.7179717561561,0.9994715921246766,42.22493381045118,2887.097432512076,2017-03-08
68,Montagem,0.44349337065778993,1.5129344414153492,0.32425283588785364,2.505985165383674,119.90958724393124,1.0396658196541049,97.27421849020551,1514.1487611836694,2017-03-09
69,Corte,0.42228849099114985,1.7838049367702131,0.2691427834108846,1.63358000887907,132.03090907817557,1.0839876584403794,22.52533503127453,1387.9876508905663,2017-03-10
70,Corte,0.38182946042017685,2.429144603522202,0.25578647846176855,1.7787332048796576,82.58280855580209,1.0243391344726172,58.24706826048687,1382.0055650052127,2017-03-11
71,Extrusao,0.4693028039320488,1.803060541623996,0.2137336148104918,2.100085977000372,108.26615021674553,1.0871989451148398,51.87075228443669,2202.8853956646517,2017-03-12
